C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_122.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_122.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_122.jpg, 0, 0, 0, 7.8193E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_225.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_225.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_225.jpg, 0, 0, 0, 7.827566E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_327.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_327.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_327.jpg, 0, 0, 0, 7.845325E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_431.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_431.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_431.jpg, 0, 0, 0, 7.937705E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_533.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_533.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_533.jpg, 0, 0, 0, 7.813094E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_634.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_634.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_634.jpg, 0, 0, 0, 7.751224E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_739.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_739.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_739.jpg, 0, 0, 0, 7.974105E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_847.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_847.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_847.jpg, 0, 0, 0, 7.779769E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_28_963.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_28_963.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_28_963.jpg, 0, 0, 0, 7.782597E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_29_063.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_29_063.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_29_063.jpg, 0, 0, 0, 7.766535E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_29_171.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_29_171.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_29_171.jpg, 0, 0, 0, 7.814608E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_29_273.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_29_273.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_29_273.jpg, 0, 0, 0, 7.947123E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_29_375.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_29_375.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_29_375.jpg, 0, 0, 0, 7.807421E-05
C:\Users\mouad\Desktop\behavioral cloning\data\IMG\center_2019_04_24_17_13_29_482.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\left_2019_04_24_17_13_29_482.jpg, C:\Users\mouad\Desktop\behavioral cloning\data\IMG\right_2019_04_24_17_13_29_482.jpg, 0, 0, 0, 7.781405E-05
